ISBN,Average_Rating
0671644351,3.0
0448409526,2.5
3505101907,3.5
3505100196,3.5
0817213511,
0515100293,1.5
3505043990,3.5
3505042145,3.5
0806961163,
3505099066,3.5
0739413805,2.5
3505095680,3.5
3505083941,3.5
0460873067,4.0
0932986102,
0684837641,2.5
0917510100,
0004722639,
081602703X,
0156005077,3.0
0884860981,
1856978087,5.0
0441002056,4.0
0932592104,4.0
0849937620,
0896730344,5.0
0786831138,
0345311140,4.5
0553576208,3.25
0890157499,
0684192683,
0882477072,2.5
038079439x,4.0
3442124719,
1890490377,5.0
0809120224,
3442142253,3.5
0441537197,4.0
3442141133,
0867193956,5.0
0668058072,
0881845051,
0441722296,4.5
3762607451,2.5
0793802067,
0380781360,4.0
3791716425,3.5
0140587527,5.0
0446314188,5.0
055326981x,4.0
0872862372,5.0
0821777602,
0517008327,2.5
0385493916,
0895773880,
0835607518,
0446602477,3.0
0452283299,5.0
0821774735,
0687459729,3.25
1883689775,5.0
1585746967,
1880238888,5.0
1580173101,
0373833261,
1557044686,5.0
1586481797,4.5
1888996285,
0553445286,
0822000466,3.5
1400047285,3.5
0380777541,3.0
0822007541,
0786701331,
1567510884,
0373259174,
0849914264,
0843943920,4.5
1856978052,4.0
1565846680,
0723003866,
0373259166,4.0
0316168696,
1401094694,5.0
0679025561,5.0
0764508873,5.0
0425150119,3.75
0931845688,3.5
0064671569,5.0
0380773864,3.5
0399505032,4.5
0836215257,
044022554X,
0836280067,2.5
0395668662,
0310235294,
0673523365,
0373290314,
0886876591,2.5
0449910504,4.0
0517701898,
0451624483,
0895770970,
0312077173,5.0
0843943718,4.5
0847689905,
155874052X,2.5
0754000052,
031230904X,5.0
0671509357,4.0
0385185391,4.5
0373510012,
0060965207,5.0
0878579184,
0373810369,
0814477763,
0945575467,4.0
082177185X,
0373201621,
0312193297,
0425099733,
0061082074,
0312695853,
9722007009,2.5
0425076660,1.5
0312212143,4.5
0395192358,
0505521598,
0373834098,3.5
1556616902,4.5
0669039640,
0843938846,
0517035839,4.5
1580051006,
0030949890,
0276421086,
0911654046,
0373691645,
0961963743,
1556111568,4.5
1884956025,
0380793407,
0345442288,3.0
3404243102,3.5
002097292X,4.5
0821770098,3.5
3404147715,1.0
0892435291,
0687067057,
0821749536,3.0
0393022498,4.5
3423130652,1.5
0843952423,
1565116917,5.0
0697034003,
0821758578,4.75
2070392597,5.0
038080364X,
0380785609,
0590965484,2.0
3522168984,
0590538853,4.0
0340746718,2.75
1854797549,2.5
0373898231,
0452270049,
0553569457,
0373219431,
0060142677,
037321944X,
0373219156,
0684196948,
3453215222,4.25
0373219148,
0552121258,
0385239033,
0373219121,
068804798X,2.5
0749396075,
1861971192,
0380783185,
0373219091,
3426613050,
0449141349,4.5
0373219164,
0307247120,
0688178987,3.0
0805042172,4.0
1562928023,5.0
0373822294,
0440237971,4.5
0864424280,5.0
0446676160,5.0
0517546000,4.0
0717127966,
0373289855,
0091833396,3.75
0451144708,4.5
0704349086,3.0
0451178084,
0312206054,
0140080856,
006104475X,
038504285X,
0395775361,4.0
002563190X,
0140089411,
0345338928,
0373245947,4.0
0786701463,
1852305363,
0553121235,
4770024029,
0800784057,
0939009390,
0747510172,
0877739587,
0801818796,
0821770357,
1555841120,5.0
0892810548,
0140110127,
082177073X,
0906362121,
0345349075,
0821772171,
0345356322,
0821772619,
0553052071,2.5
0843133724,
0802756980,4.5
0380778319,4.5
0696007657,3.0
0373085397,
0373286910,
4763615106,2.5
0373096852,
0894808079,3.0
027365263X,
0517584182,2.5
0373219504,
0312979339,2.75
0761108335,4.5
0373885245,
0684856263,2.5
1551660113,4.0
0373289588,
0060537795,3.0
0898150329,5.0
1865088021,4.0
0373190123,
0312923465,4.0
0312887108,4.5
0937611662,4.5
0449912663,
1860464483,3.0
0152017992,3.0
0131894404,5.0
0373292589,
0708883516,3.5
0373885016,5.0
1558702717,3.0
087773934X,4.5
3357006707,4.5
0312960093,
0449241696,
1410400816,3.0
0936663065,4.0
0373387113,5.0
0863273475,
0373822022,
0842302638,3.5
0373822472,
0373822448,
037382243X,
0373107684,2.5
0373765622,5.0
0373111207,2.5
1562452282,5.0
0373764537,
089693067X,
0373765630,
0786818603,5.0
037365216X,
0671796577,
0373652194,
0840791135,2.5
3462032267,2.5
0786810858,
069400426X,5.0
0688108946,3.25
0671571532,
3499114887,2.5
0062507699,4.0
0439545269,4.85
0440223423,3.0
363087147X,2.5
3442440807,3.0
0670821128,4.0
0704349809,
0821774581,
078600133X,
0671447300,3.0
0972807705,3.5
0060664835,5.0
3423361786,4.0
0786005009,3.0
0395677459,4.0
3821847379,4.0
0373034725,2.5
3442541824,4.85
0373024878,
0061031003,3.5
344272161X,3.5
0373092474,2.5
044970422X,
0156707004,
1558217835,
0194216616,4.0
8475097103,4.5
0060916303,3.25
0671040502,
0062554220,3.0
067978179X,5.0
1585746959,
9500359081,5.0
0690650027,3.5
0821760378,3.0
0060154098,3.5
0373053916,
9500362406,4.0
8401570689,4.5
0684179105,2.5
059055042X,2.5
0821721844,
086683575X,4.0
0140068902,4.35
0345369459,
0425193284,
0670844497,
0440221838,
0912769130,3.5
8401328829,
0963242202,3.5
1568490224,3.0
156895901X,3.0
8423333922,3.5
0394527771,4.65
8433910728,3.0
0060153490,5.0
0316109339,4.5
1567314473,4.0
0395324416,
0963242210,2.5
0828102813,3.0
1885203543,4.0
0517189968,2.5
0516048546,4.0
0373832389,
0131101633,
0879102926,4.0
0671439170,3.5
0394523296,4.0
0881842966,
0671438565,
0393027082,
0914629034,3.5
0472061119,
0345468260,4.0
0312954735,
0345353803,
0963994603,4.0
0821749803,
0962203637,4.5
1852838175,3.0
037382307X,
0385183534,2.5
042519518X,
0942103068,3.5
0062507028,3.5
0553261541,
0192835653,
0373834802,4.5
1551660075,
0590448730,3.5
8807811510,3.0
0062554727,4.5
0671573284,
0875461468,2.5
1551668092,2.5
0761111506,5.0
0910034214,5.0
0812552741,3.5
0373152280,
0878770828,2.5
0671620649,
0932620361,4.0
0373832419,
0399514511,
0934426953,5.0
0671530232,
0934426910,5.0
0879722258,4.5
3499221969,1.5
0931432898,4.0
3629011330,5.0
059042520x,
3518392220,5.0
1583200002,5.0
050552306X,3.75
0834802228,4.25
0553576194,4.35
3499611546,4.0
037321930X,
0743458338,4.0
0609801945,4.0
0517455951,4.0
0373440960,
0575075260,4.0
3453179420,5.0
1568387385,5.0
0821747401,4.0
3446223339,5.0
0931089956,4.5
0824102312,
0373822413,
0894861212,4.5
0872204847,4.25
1864501065,4.5
0373823029,
0395051177,5.0
0062553968,4.5
1586633546,
158663402X,5.0
0671812203,
0743437756,
0719027489,5.0
0061002755,4.5
0582040523,5.0
0786704756,
041502692X,4.25
0373219393,
0671434624,4.0
0373898819,4.0
0395718198,
0373898290,
225302256X,3.0
0373898762,
0440582253,
0744554772,
0373898533,
0486281299,
0452277701,5.0
0812013174,5.0
0684846888,5.0
0767915305,3.75
093556621X,
0373219490,
0961179260,5.0
0860206769,3.0
1582343306,
0451197186,2.5
0140322019,
0805047603,
1560250658,3.5
0590428322,5.0
8817123749,4.75
0373227167,2.0
0471575178,
0452271290,
0805055827,4.0
0345410432,4.0
1582971021,5.0
0375705295,3.5
0805044701,
0878300201,5.0
0373705522,3.5
0938817329,
024080340X,5.0
0373822111,
0964303353,5.0
0962184403,2.5
0373243812,
1580650112,5.0
0807110159,4.0
1884956173,
0373291906,5.0
0452275881,5.0
0962381918,2.5
0373292724,2.5
067973905X,
0062732862,
0394725492,4.0
1586630768,
083176760X,
0877790426,5.0
0893870382,
0760706360,
1568849907,4.25
0060953764,
1590270290,5.0
1563524341,4.5
0451456432,1.0
0891076697,
0553100734,5.0
0786864028,
0345430166,3.0
0140285962,
0688014348,2.5
0515128651,4.0
1852309105,
1568360304,
1573440086,
0517591928,
1568360681,4.5
1563410087,5.0
0374169985,3.5
0932379176,4.25
0679431551,
0932379451,4.75
1575001918,
0345446429,3.0
0373512813,3.5
0030716322,5.0
0312890060,
0373512805,3.75
0471620823,
0373512783,
0316117048,
0875843018,2.5
1852423390,
1860920020,3.5
0385468474,
0877796033,5.0
0231067313,
0679731024,
1550541005,
034539271X,3.5
0451519825,5.0
1574090038,
0312276753,
1551660091,5.0
0312282516,
0806970561,
0924486953,3.5
0809824116,
0373191030,
0140298436,
037330112X,5.0
0316691240,3.25
037308532X,
1582341532,
1561641162,
0373192827,
0446673358,2.5
0312878974,
0804110115,3.0
0688172334,3.5
0192750437,
1902852109,4.5
0690001479,3.0
0895941228,3.0
0813809975,
2070548104,
0807013013,5.0
2070517837,
1891984004,
0373510349,4.0
2070516490,
0595223168,5.0
0373510470,
0312151322,
0380797135,
0156005816,3.5
0761517529,4.75
0964911310,1.0
046500797X,3.5
0803714556,4.0
0140127925,
0373288824,
0836252586,4.0
0517662175,4.5
0312246749,4.25
0028633407,
0451141415,
0758201893,
0226327736,3.75
0793129893,
0515059080,4.5
0028627490,
0373292635,
0679801316,
3925744088,4.0
1558009809,4.0
0836280849,5.0
1565120957,5.0
0764553631,5.0
0440209137,
0020891431,4.0
0446359149,
0684871491,
2070516709,
1551113082,5.0
188895275X,
0373263198,4.0
0195417836,
0877288747,2.5
0205360084,
0373290586,3.4
186450224X,
0761522131,3.5
0806999063,
0440222907,2.0
0373825609,3.0
1856499693,
1558504338,3.0
0451175646,5.0
037348268X,
0521550912,
0773720286,
1840184558,4.5
1892547015,
0871318784,
0425171558,3.5
0767902254,
0140039562,2.0
0452280613,
1863960155,
0072317337,
0304361860,4.0
0373242972,2.0
0789721163,
0821749684,
0789725525,5.0
1573226092,
0761504354,
0762721987,5.0
0809233932,2.5
0451177258,
0967697409,3.0
0764503995,
1880656426,3.5
0764504983,5.0
0373201265,
006099486x,3.0
0316118451,
1558762671,
0764552929,4.5
0452271320,4.0
0804112827,4.5
0072193638,3.5
0425121275,3.0
0373762674,2.5
1889921033,
0821223933,3.0
0395253764,0.5
0449702847,
0878335722,5.0
0440951127,
0684868776,
0553052322,5.0
0773046402,
029275101X,3.5
0898935040,3.0
0764506110,
0373108478,2.5
1878058584,
0921061153,
1854355643,
0764505246,
0967240832,5.0
038549209X,
1854355635,
0764504835,
0688155170,3.25
1854355619,
0764504460,3.0
0141005688,3.0
1576752712,
0932813992,4.0
0743412648,
0932813186,
006095275X,3.5
006251041X,
0440236576,3.75
0689504888,
0970050283,
075284380X,4.0
1593081081,
2070363740,3.5
0871592703,5.0
0826452396,
1593080883,
1592400000,
1559704934,
0843945915,
0394502736,
0373289049,
0451408349,3.5
3462030752,2.0
0505520052,
0395924960,
0312859341,4.0
B00008JYQC,
0439161169,
0889611432,
0312901119,
289021320X,
0895777312,
8420633305,4.0
0563363525,
0664326862,
0373520026,
0307231747,
2268026981,
0679873287,
0307137236,
0553204149,
0831756292,
0399207031,
0764563505,4.0
0385294344,
0689304064,
0505520869,
1893007162,5.0
0534519792,
0553099876,
0373099371,3.5
0590475673,
1864502517,4.25
0060971142,
0440219418,3.0
0505520494,
0881334359,
0786810017,
1561344478,
1878257307,
0446363626,
0590187570,
0307119793,3.15
155786361X,
0816735166,
0590440942,3.5
1559636602,3.5
0140386467,
051700805X,
0176073795,3.5
1556616252,
0687004489,
0826705006,4.0
0679885617,
0836255283,
0394400623,
0026890143,
1570291519,
0373761449,
1551665662,
1570822417,
1551664429,3.5
0673361934,
8433925296,3.65
0948789638,4.0
8420618519,4.25
2764103239,
0771024754,4.0
0373833105,
0393730522,4.5
8423919102,3.5
0373217080,
088864390X,3.5
0802081533,4.0
8437604117,4.0
1854111361,
0802068189,3.5
8431625015,3.5
1572970855,
019540663X,3.5
0874173507,
8420726583,3.0
0771704518,3.5
0679724788,
8420445835,3.5
0864421222,
068813713X,4.0
1558852158,
8420445479,3.5
0930934695,
0690600453,4.75
1557733821,
842044796X,3.5
0451077822,
9681654412,
0960095810,
1852426438,
8434811391,3.5
0874173590,
0553445170,
8434811863,3.5
2203105682,3.5
1891305069,
0373810261,
843485676X,3.5
1880684497,
0679421041,
0821721828,
0595154409,
0300056710,
8434852500,3.5
0415938740,3.5
0807062146,
0373255721,
0691004420,
088739244X,
080943752X,2.5
0875963986,
1885030274,
842702682X,3.5
0875962971,
0553061739,1.5
0671431226,
1551665565,5.0
0373870027,
1556703481,5.0
0140273050,
0812565363,4.0
0889951969,5.0
0375725997,4.0
0373074506,
0821739573,
0821413252,
0373271964,
4533004563,5.0
0310220114,
0373032447,
0385261691,3.0
0786002859,
1551926008,
0373763212,4.0
0373258852,
0312206348,
006058565X,3.0
0935480153,
0892961600,
037381013X,5.0
0425100618,5.0
0385294018,
0316607630,3.75
0671251449,
0373810180,
0373810172,
0553250841,
0743423968,
0920897495,
0440236142,4.0
0373201133,
0471109835,
0374139032,
0451458958,5.0
0571198716,2.5
0140283331,
0373270291,
1587670488,5.0
0310228654,3.5
0451186575,
014042136X,4.5
0385502621,
0373096062,
1565840690,
0399522336,2.5
8427932081,5.0
0312957912,
0373353057,
1888363797,4.5
0373833210,2.5
0764117599,3.5
078710566X,
0943403200,
0140514570,2.5
0809234300,3.0
0451404475,
0760702942,
1575667487,
014086637X,
0312261616,
0393035565,3.5
1552630277,
0842347879,
031215139X,
0771060718,
0373807066,
0312252226,
0821759582,
0941483789,
0060928778,4.0
0312266081,
1564765083,
0941483304,
8983142545,5.0
0916890945,
1569801002,
0374506485,
0439159865,2.0
0965970191,
096489422X,
0140076638,
0231106912,4.0
1888952806,
1557735468,
0345300564,3.75
0375508732,4.5
1550224395,4.0
0425174042,
0373201001,
0295972254,
0590673262,
1841350656,4.0
1842223380,3.5
0786010290,
0373763484,
0890838283,
0375702016,1.5
0440208866,
185158823X,3.5
0451406060,2.5
0919888313,
0440217628,4.5
0813519675,
0743436024,3.75
0440160626,
0921870728,
0070074526,
0821752049,
0590738879,
1578564530,
0843939192,
0373107463,
0671787934,
067973726X,4.0
0064442691,5.0
0380775972,
0195534573,
0312244916,4.0
0373271247,5.0
0375506500,
1583940286,4.5
0373271301,
0671660942,2.5
0811214591,4.5
0803701500,3.0
078691355X,
0373650833,
0440361494,2.5
0451455754,
0753807548,
0865473935,
0373244525,
0701208589,
0881337390,3.5
0553277324,3.0
1901982653,2.5
0881330604,3.0
0590332872,3.25
1564581829,
084392487X,
0312005636,
0140440283,4.65
0961423005,
0345405412,
0345353501,
0394727339,
1555472737,
9600404828,3.5
0425175022,
3442354765,5.0
0373833520,
1586602624,
0030603781,
0689843798,3.5
0684822415,3.0
0671542079,
0345417208,
0945575831,3.0
0375756035,4.0
0373167857,
0395661242,
0520087550,
0821769871,
0517081768,
0945586086,
0965658414,
0373762879,
0804112274,
0892966831,2.5
0373259395,
0440409225,
0140077448,
1565547527,4.0
0812931777,4.5
080712298X,3.0
0895556766,2.5
006067069X,3.5
0425050157,
0684803887,4.0
0895554844,
0821743198,
0440122120,
0679008705,4.75
1570291349,
0670867675,3.5
0380803291,4.35
0440172160,
0898707722,
0440201446,2.5
1551666278,3.5
0895266016,3.5
0312311729,3.0
0452269695,3.5
0312952007,
0140102817,3.5
0451400828,4.0
0373292546,5.0
0771067348,4.0
0449230597,
0743250044,4.0
0802137016,4.25
0912333472,2.5
0156180650,3.5
1902618777,
0671019104,2.5
0854490558,2.5
0440226317,4.0
0380974800,
080728260X,4.5
0671885340,
0380787180,3.25
0486241319,
0898797594,
4770020864,
1885245017,
0801064252,2.5
0807077143,2.5
1585008532,2.5
0800758307,3.0
082493069X,
037348402X,
082493072X,
086538097X,3.5
0517405024,
0385509618,4.5
0883961970,
0373482876,
0449136264,
0785274340,3.5
0517543826,
0373033990,
0875848311,2.5
0919985246,
1578560446,
1558539743,2.5
0609608592,3.5
0805208798,4.5
0942294122,2.5
8804376627,3.5
0425151468,2.5
0810921774,
0070534489,4.5
1575666987,3.65
038511222X,3.0
0312146108,
0817458980,
0704381141,
1583483675,2.5
0486244873,
0843926783,
0871401266,
0963414747,
0872863476,
0486229610,
0825428688,2.75
0821215965,4.0
0821740474,
1558504796,2.5
0517351153,
0821739506,5.0
0932379885,
0898153972,
0517369931,
0528810944,
0816723834,3.5
0741410850,
0373272936,
0786807393,
0833554514,2.5
0376011416,
0373291124,
0786702974,4.5
0752211617,3.5
0373077327,
0801961939,
0385196156,4.4
0517374838,
0385095856,
0671035770,4.35
0028617258,
0786883561,4.75
0486210278,
0764102850,
0517882213,3.35
0804820953,
0679780017,5.0
0140862501,3.0
4770015534,5.0
073884411X,5.0
0812094336,5.0
1401041701,5.0
0373832966,
158348096X,
0393976122,
0679754385,
0399131329,4.5
0760731292,
0671678760,
3257216831,3.5
037310698X,
0862436443,
0451406885,
3518113615,3.5
0884861805,2.5
0515122068,
0802139426,
0140185534,4.0
0060164751,
0132637731,
0673990028,
1551665387,
0345284143,
0373168020,4.0
0380801698,
1401201008,3.5
0373290632,2.5
0373271042,
1563891956,3.5
0373290713,
1558176594,2.75
0373243677,
0575073144,3.5
3462019120,4.0
0553265849,
037370965X,3.0
055328553X,
8172234104,2.5
0393090868,
068487122X,
0070428417,
0446361151,4.5
0373970668,
0380796945,
0812549422,
0441865844,
0441102662,3.5
0595146600,
0671739433,2.0
0800709101,3.5
0373057997,2.5
0765304015,4.5
1563898004,4.0
0373058292,
0373032862,
0446350451,
1568496133,
1563891875,4.25
0446323829,2.5
1563897407,4.5
0553275909,3.5
1563895390,4.5
1563896192,4.0
0821754033,4.0
0451526872,4.0
1557736464,
0736902120,5.0
0786002603,
1401202101,4.0
0553563602,
069712374X,4.0
1563897334,4.0
0762404000,4.5
1401200095,4.0
022403572X,
0786001011,
074602309X,4.0
039912764X,4.0
0064473805,3.65
0061083429,4.0
849547008X,
0882705377,1.5
084871024X,2.5
0373076851,
1550132954,
0505520745,
0446393517,4.0
0866223835,5.0
0805048030,3.75
1852869593,
0505520648,
0141390751,4.0
0809257211,2.5
0449000745,3.0
1565049446,3.5
055357826X,5.0
0373099290,4.0
0515129526,
1569711445,5.0
0373168012,2.5
0373833148,
0006384854,3.5
0299037444,4.5
0373710496,3.5
1894004876,
0380813351,
034538251X,
0590471449,3.0
037305954X,
0062730428,5.0
0373086946,4.0
0316286443,4.65
037305842X,
0373058004,
0373162286,
0312861435,3.0
0373241534,
0373162529,
0373241992,
0781430348,4.5
0373761309,1.5
0373166761,4.5
0373762070,
1840232994,4.0
0312956088,
0373452004,
0373761597,
0373073208,
0671810367,
0373240414,
0130977756,3.0
0373164696,
0373046219,3.5
0373057393,
0874516749,2.0
0671531522,
0373451644,4.0
0451405528,
1550172719,
140003471X,4.5
0373024703,
0373288034,
0413626709,5.0
0373167946,
0671817736,
0451208633,3.5
0373702361,
0439295777,
1853264849,
0553445073,
0821741551,
0373761279,
0821743848,
0373691130,
0821727001,
0373190093,
0840794061,
0552144320,4.0
0821741853,
037325878X,
067149600X,
0373822049,
0821722751,
0373822316,
0821744593,3.0
0373071442,
0373700148,
0373057857,
0821720902,
0505525119,
0373059590,2.5
0679417370,
037309695X,5.0
0521375924,3.5
0373096976,
0373167938,
037376099X,5.0
0373165927,
0836207386,1.5
0968458513,
0373086865,
0130974293,
0553550411,
0821754289,
0380848309,4.5
0373058543,
0451403304,
0821769065,2.5
0671620223,3.0
0684865130,4.0
0373520301,
0671737724,
0821740598,
014011789X,3.0
0553576267,
0965409848,5.0
0373482507,
0373290411,0.5
0373075979,4.75
1586632345,
0821743961,
0061082929,
1551662620,4.35
0515106593,
0821713973,
0786886331,3.5
0373289340,
0843939311,
0140113126,
037328991X,
0745011624,3.0
0373290225,
0553575201,
0553204777,5.0
157008226X,
0060172665,3.0
0764221523,
0345445813,3.0
0452011752,3.0
0345275055,
1551665212,4.5
0843929995,
0821752367,4.0
2205001345,3.5
0804100691,
0843927445,
0380793415,
0373970382,4.0
0425118304,
082174030X,4.5
0505519003,4.0
0373271212,
0373088191,4.0
1557733759,4.0
067168812X,
0836278690,4.0
0373164580,
0373760698,
0345326393,
1579122582,
1551050935,3.5
1580174973,4.25
0373763832,
0312084552,4.0
0879101369,3.5
0373164475,
0843925779,
0821738380,
0743426800,
0969686323,
0373244282,2.5
0373074425,2.5
0809245930,
1568581807,
155105146X,
0843948213,
0821723650,
0803725787,5.0
0821760041,
0849915317,4.0
1586630970,1.5
038075097X,4.0
0671412949,
067153016X,
0060179821,
0792271483,
0821765256,
0449907015,
1565076370,
0821738488,
0373835450,
0192822098,4.0
0446513318,
0821754629,
0671460803,
0821753177,
0782117643,
1563520869,
0821772260,3.75
0697071871,
0843937734,4.0
0688035361,
0812576330,2.5
0373193211,4.5
0843951060,
0505523531,3.0
0877847703,
0821733893,
3612272993,4.25
0451400631,
076370833X,
0553374109,
0515127019,
0515128368,
0312054629,2.0
0689309449,
0821765272,
0842351817,2.5
0445206586,
0060953470,3.5
0821725971,
0441011772,4.75
0821756915,2.25
0821729810,
0821720082,
031220583X,4.0
0821746898,
0451199545,4.5
0785815651,4.0
051512480X,5.0
0380764504,
045121241X,4.5
3442357098,3.0
0553235834,
0140150935,
082175193X,2.5
0393023206,
067179339X,
0385300824,
0373097727,
0891418385,
0684810190,4.5
0765342251,
0671578634,4.25
0517008068,
082174934X,1.5
0875964869,3.5
0821767763,
0201581248,
0821759817,
0440176751,
0671661248,4.0
0425186342,
0821766473,
0399150153,4.0
0505522136,5.0
042508020X,
0821725432,
0451085396,
1570649502,2.5
0934672415,
0449002845,
0394891864,2.5
0394550315,
0821717642,
0943173841,
0590463586,2.5
0821743627,
0689117736,
0440221358,
0345357280,3.25
0345342321,
0821762826,
0721450296,2.35
0345318730,
0849917522,
0448421852,2.5
051510826X,
0843932724,
084393347X,
0373165269,
3822870625,4.75
0140437347,3.75
1551971291,
0895871939,3.5
0373196830,
0380806932,3.0
0821753991,4.0
0345450361,3.0
0517180871,3.5
0440208041,
0553218751,
0373262922,
1558171517,
0373244886,4.0
044015295X,
0061061581,4.0
050551804X,
0373223021,
0375724702,
0425162435,
0373169485,2.5
082177266X,
0425160939,
0425142825,2.5
0425071200,3.5
0425183033,
0373763603,5.0
0821772929,
0061000337,
0449222381,3.0
0140077707,
0373271956,4.5
035617123X,3.5
0804103828,
1562615351,3.75
044021002X,5.0
1568959958,
0451181824,
0451164016,3.0
0786223316,
0821750038,
0743488377,3.5
0380761645,
0879978201,4.0
0393322572,4.5
0060513535,
0373764278,2.5
0743436326,
155204274X,
0373165366,
0140131825,
0060575301,3.5
1552042243,
0373165730,3.5
0061012009,
0060575298,4.5
0671028537,
1593551851,
037316615X,
0793111188,
0373097212,
1559941618,
0373191383,
0812571304,4.0
1561712353,
0373762712,
1578152097,3.5
0373762984,
0441006159,4.0
0804112878,
0373761112,1.5
0373762305,
0380732025,
0373762488,
1857984994,4.5
0440215692,4.0
0373057059,
0373261926,
0373057806,
0812539052,
3499139359,4.0
0373031661,2.5
0312854943,4.0
0446404209,2.5
0312855834,3.5
037325895X,
0061044385,4.0
0061052167,4.0
0330362453,4.25
0553073451,
0373251211,
3517065587,3.5
0345381424,
0373254652,
0712607358,3.0
0373256655,
0373257767,
1572972416,
0451454693,4.0
1857881443,4.0
1568655010,4.5
0373196253,
1572972068,
0694516996,3.1
1854710621,4.15
0393968812,0.5
0861403967,3.0
0786010274,
0861402448,3.5
0911500073,2.5
0861402944,4.5
3293200982,4.0
0373703325,
080506821X,3.0
0802312861,3.5
0894803832,4.0
0373706146,
1565121422,4.5
0671750445,
0861402677,3.0
0835604357,2.5
0373706286,2.5
0807013404,2.5
0450053431,2.0
0850303699,3.0
0060987464,4.5
0878770844,3.0
0618346279,3.75
0451154983,2.5
0517462982,
3442436079,
1841491217,5.0
1841490776,4.5
0896730573,
0668064153,2.5
0373290667,
0375421602,2.5
0380808773,
055305368X,
0875421814,3.15
1588275876,5.0
0835604519,2.5
0373289642,
0553057278,
0877286469,
0373287836,
0345235185,3.0
0875420222,3.4
0373288611,
0140130101,4.0
0905895835,3.25
0330490850,4.0
1570425779,3.5
0961771305,3.75
0786911808,4.0
0060609125,3.5
084392876X,
0945946023,3.0
0786918985,3.5
0915811278,3.5
0575057173,3.5
057505526X,4.25
096684050X,
085030508X,3.0
0575053208,4.5
0385170106,4.5
0226555526,3.5
0575052481,4.0
0385141645,2.5
0373471513,
0385187866,4.5
0345362985,3.35
1852301678,3.5
037316582X,
0671662562,3.0
0061080527,
0850302188,3.5
0451406265,
0346123658,3.0
0821725629,
0306460084,3.0
0716713268,
0373217153,2.5
0373264526,3.5
0373484496,
0312859295,3.5
0553579711,5.0
014029189X,3.5
0671582348,3.0
0821762222,
0919654428,2.5
0312053800,4.5
0679460152,4.5
0195130065,
0575603224,4.5
1568361467,2.5
0140362649,
1575664585,
0821749501,
0671836536,4.5
1551664453,
0395955637,
1562611933,4.5
0395382068,4.0
0451142004,
0887309925,
1578150523,3.0
0670912263,4.0
1567403158,
0441005268,3.25
0375420797,
0590758101,
0505524252,
0316140899,
050552161X,2.5
0385129688,4.5
0316140066,
0812018761,4.0
0345466756,4.5
0821755781,2.5
0866224599,3.5
0969668325,3.0
0821764055,
0743520564,2.5
0520037626,4.5
0875420079,4.25
0708882102,4.0
084393445X,
079270875X,
0451456742,4.5
0806311819,3.0
076240633X,
0451456203,4.25
0451405854,2.5
0553278584,3.5
0451456106,3.75
0451404645,3.5
0449131033,3.0
0262082713,4.5
0316098442,4.0
0451455479,4.5
0451404041,2.5
0451455460,4.5
0300069200,2.5
0449131580,2.75
0451405862,
0451453433,4.0
189441330X,
0843933879,
1562920626,4.0
1567616097,
0471918083,
0843948159,3.0
0789705672,2.5
0894804782,
0446329444,3.0
0821773089,
1563151715,0.5
0865476136,4.5
1403374953,4.0
0399133232,4.0
1850156476,
0806512539,3.5
0425072622,
0936878010,3.5
0553257498,4.0
0706415078,3.0
0915811200,4.0
0688000037,
0876042949,3.5
0441892485,0.5
0914918281,4.0
0385183739,
0352319267,3.25
0517218690,
0892810505,3.0
067131839X,3.5
0446363723,
0345272544,
0743474430,4.0
0445202149,4.0
0671253255,4.5
1881527573,2.5
0889951063,4.5
0875425933,3.0
0394585747,
0805066012,3.0
0879056886,
0425094987,3.0
037328666X,
1860196411,4.5
044920832X,4.0
0684819961,2.5
0694515582,2.5
0525942084,
0749930004,
0894802038,3.5
0380773538,3.5
155773917X,4.5
0674673778,
1561007331,
0704326752,
0394490967,
0824507002,5.0
014086380X,
0385500866,5.0
0393086917,
156100572X,
0380766329,4.0
0399145168,4.0
0399148523,4.0
0312981597,4.4
0394731662,3.5
0671581074,
0060911700,4.0
0679445099,
0963284614,
1566492246,
0140109072,3.5
0671705377,
0006280625,4.5
0671706357,
0812507606,
0375403574,
0140449280,5.0
0312966784,4.25
9622176011,
0465031722,3.5
0373056079,
0140284583,4.0
1551664283,4.5
0373260725,
1551660555,4.0
0671706349,
0192825305,
0811212645,4.0
014062189X,4.0
0690042426,
067162198X,
0312099037,
0394844602,
0516016105,
0393057593,4.5
0843936290,
0312971265,
0396078435,
0140449272,5.0
0070021546,
0690045786,
0831744472,
055348320X,
0439188741,
0140269444,5.0
1903047749,3.0
0590409077,
0399147608,4.5
0590431188,3.5
0425144917,3.5
0064431622,3.75
0671788892,4.5
037328621X,
0671684930,
185984054X,5.0
0520075153,
0020412304,2.0
0590314718,
0415299977,5.0
0531144127,
0745320228,
0881501794,
0803716214,
0140444211,4.0
0531171744,
157566724X,
0394848357,4.0
0521423708,4.0
0425191079,
0373600763,2.5
0312968299,
0553581988,
0841620318,5.0
0887299253,5.0
0743417119,3.5
0140469621,5.0
0553444646,
0553445227,
0373196954,
0553445413,
0802487475,4.0
0553445251,
0553445480,
091336729X,
0451191854,
055344445X,
1572930020,5.0
0553445545,
0310239826,4.5
055344493X,
0373264119,
0553445405,
1577486498,5.0
0553106600,
0844213926,5.0
0553445375,
